short_name,age,nationality_name,overall,club_name,height_cm,weight_kg,player_positions,potential,fifa_version,pace,shooting,passing,dribbling,defending,physic,weak_foot,skill_moves,league_level,league_name,value_eur
L. Palmer,25,Scotland,69,Sheffield Wednesday,188,81,RB,72,18.0,76.0,58.0,66.0,69.0,65.0,72.0,3,3,2.0,Championship,1100000.0
L. Palmer,26,Scotland,66,Sheffield Wednesday,188,81,"RWB, RB",68,19.0,76.0,58.0,63.0,65.0,58.0,71.0,2,3,2.0,Championship,625000.0
L. Palmer,27,Scotland,67,Sheffield Wednesday,183,81,"RB, LB",67,20.0,75.0,58.0,64.0,65.0,61.0,72.0,2,3,2.0,Championship,675000.0
L. Palmer,28,Scotland,68,Sheffield Wednesday,183,81,"RB, LB, RWB",68,21.0,75.0,58.0,64.0,65.0,62.0,72.0,2,3,2.0,Championship,1100000.0
L. Palmer,29,Scotland,68,Sheffield Wednesday,183,81,"RB, LB, CB",68,22.0,75.0,58.0,64.0,64.0,63.0,75.0,2,3,3.0,Championship,1100000.0
L. Palmer,30,Scotland,66,Sheffield Wednesday,183,81,"CB, RWB",66,23.0,76.0,58.0,63.0,63.0,64.0,77.0,3,2,3.0,Championship,700000.0
L. Palmer,31,Scotland,69,Sheffield Wednesday,183,81,"RB, CB, CDM",69,24.0,73.0,59.0,64.0,65.0,64.0,76.0,3,2,2.0,Championship,1000000.0
L. Paqarada,19,Albania,57,Sandhausen,184,76,"LB, LM",64,15.0,73.0,42.0,53.0,58.0,56.0,59.0,3,2,2.0,3. Liga,90000.0
L. Paqarada,20,Albania,66,Sandhausen,184,76,"LB, LM",74,16.0,74.0,44.0,63.0,66.0,63.0,64.0,3,2,2.0,3. Liga,775000.0
L. Paqarada,21,Kosovo,69,Sandhausen,184,76,LB,77,17.0,76.0,44.0,66.0,67.0,65.0,66.0,3,2,2.0,3. Liga,1300000.0
L. Paqarada,22,Kosovo,69,Sandhausen,184,76,LB,76,18.0,77.0,44.0,66.0,67.0,65.0,66.0,3,2,2.0,3. Liga,1200000.0
L. Paqarada,23,Kosovo,71,Sandhausen,184,76,"LB, LWB",76,19.0,76.0,45.0,68.0,69.0,66.0,67.0,3,3,2.0,3. Liga,2600000.0
L. Paqarada,24,Kosovo,70,Sandhausen,184,76,"LB, LWB",74,20.0,76.0,45.0,68.0,69.0,66.0,67.0,3,3,2.0,3. Liga,2000000.0
L. Paqarada,25,Kosovo,71,St. Pauli,184,76,"LB, LWB",75,21.0,76.0,45.0,68.0,69.0,66.0,67.0,3,3,2.0,2. Bundesliga,2400000.0
L. Paqarada,26,Kosovo,70,St. Pauli,184,76,"LB, LWB",73,22.0,79.0,47.0,66.0,68.0,64.0,67.0,3,3,2.0,2. Bundesliga,1900000.0
L. Paqarada,27,Kosovo,72,St. Pauli,184,76,"LB, LWB",72,23.0,76.0,47.0,69.0,70.0,65.0,70.0,3,3,2.0,2. Bundesliga,2300000.0
L. Paqarada,28,Kosovo,73,FC Köln,184,76,"LB, LWB",73,24.0,75.0,47.0,71.0,71.0,66.0,70.0,3,3,1.0,Bundesliga,2800000.0
L. Paredes,20,Argentina,71,Roma,182,78,CAM,80,15.0,77.0,65.0,71.0,75.0,30.0,59.0,4,4,1.0,Serie A,1500000.0
L. Paredes,21,Argentina,71,Empoli,180,75,CM,79,16.0,77.0,66.0,74.0,76.0,48.0,65.0,4,4,1.0,Serie A,2400000.0
L. Paredes,22,Argentina,76,Roma,180,75,"CDM, CM",83,17.0,72.0,66.0,79.0,78.0,68.0,72.0,4,4,1.0,Serie A,6500000.0
L. Paredes,23,Argentina,77,Zenit St. Petersburg,180,75,"CDM, CM",84,18.0,72.0,66.0,80.0,78.0,69.0,73.0,4,4,1.0,Premier League,10500000.0
L. Paredes,24,Argentina,80,,180,75,"CM, CDM",85,19.0,72.0,67.0,81.0,79.0,72.0,73.0,4,4,,,
L. Paredes,25,Argentina,80,Paris Saint Germain,180,75,"CM, CDM",84,20.0,71.0,67.0,81.0,79.0,72.0,74.0,4,4,1.0,Ligue 1,19000000.0
L. Paredes,26,Argentina,79,Paris Saint Germain,180,75,"CM, CDM",82,21.0,68.0,70.0,80.0,78.0,75.0,79.0,4,4,1.0,Ligue 1,23000000.0
L. Paredes,27,Argentina,81,Paris Saint Germain,180,75,"CDM, CM",83,22.0,66.0,71.0,83.0,79.0,76.0,79.0,4,4,1.0,Ligue 1,28000000.0
L. Paredes,28,Argentina,80,Juventus,180,75,"CDM, CM",80,23.0,64.0,71.0,82.0,78.0,76.0,78.0,4,4,1.0,Serie A,18500000.0
L. Paredes,29,Argentina,77,Roma,180,75,"CM, CDM",77,24.0,62.0,64.0,81.0,79.0,71.0,75.0,4,4,1.0,Serie A,10500000.0
L. Paredes,22,Colombia,63,Millonarios,180,74,RM,74,24.0,65.0,62.0,58.0,63.0,23.0,52.0,3,3,1.0,Liga BetPlay,1100000.0
L. Pavoletti,25,Italy,70,Sassuolo,186,78,ST,75,15.0,67.0,68.0,46.0,65.0,28.0,69.0,3,2,1.0,Serie A,1900000.0
L. Pavoletti,26,Italy,71,Genoa,188,85,ST,74,16.0,67.0,69.0,47.0,66.0,26.0,69.0,3,2,1.0,Serie A,2100000.0
L. Pavoletti,27,Italy,77,Genoa,188,85,ST,77,17.0,68.0,76.0,49.0,69.0,27.0,76.0,3,2,1.0,Serie A,7500000.0
L. Pavoletti,28,Italy,77,Cagliari,188,78,ST,77,18.0,67.0,76.0,49.0,68.0,27.0,76.0,3,2,1.0,Serie A,9000000.0
L. Pavoletti,29,Italy,78,Cagliari,188,85,ST,78,19.0,64.0,75.0,49.0,68.0,37.0,75.0,3,3,1.0,Serie A,10500000.0
L. Pavoletti,30,Italy,78,Cagliari,188,85,ST,78,20.0,60.0,76.0,51.0,68.0,37.0,78.0,3,3,1.0,Serie A,10000000.0
L. Pavoletti,31,Italy,75,Cagliari,188,85,ST,75,21.0,52.0,74.0,51.0,68.0,37.0,70.0,3,3,1.0,Serie A,4800000.0
L. Pavoletti,32,Italy,75,Cagliari,188,85,ST,75,22.0,56.0,73.0,51.0,68.0,35.0,72.0,3,3,1.0,Serie A,4600000.0
L. Pavoletti,33,Italy,72,Cagliari,188,85,ST,72,23.0,63.0,69.0,52.0,64.0,35.0,73.0,3,3,2.0,Serie A,1500000.0
L. Pavoletti,34,Italy,69,Cagliari,188,85,ST,69,24.0,58.0,68.0,52.0,61.0,38.0,73.0,3,2,1.0,Serie A,675000.0
L. Peltier,27,England,67,Huddersfield Town,180,80,"RB, CB, CDM",67,15.0,69.0,37.0,57.0,60.0,69.0,78.0,2,3,2.0,Championship,650000.0
L. Peltier,28,England,69,Cardiff City,178,73,"RB, CB, CDM",69,16.0,69.0,38.0,58.0,61.0,72.0,78.0,2,3,2.0,Championship,775000.0
L. Peltier,29,England,70,Cardiff City,177,73,RB,70,17.0,69.0,38.0,58.0,61.0,72.0,78.0,2,3,2.0,Championship,975000.0
L. Peltier,30,England,69,Cardiff City,177,73,RB,69,18.0,68.0,38.0,58.0,61.0,71.0,78.0,2,3,2.0,Championship,750000.0
L. Peltier,31,England,69,Cardiff City,177,73,"RB, RWB",69,19.0,61.0,38.0,58.0,61.0,72.0,71.0,2,2,1.0,Championship,700000.0
L. Peltier,32,England,68,Cardiff City,177,73,RB,68,20.0,58.0,38.0,58.0,61.0,72.0,70.0,2,2,2.0,Championship,550000.0
L. Peltier,33,England,69,West Bromwich Albion,177,73,RB,69,21.0,58.0,38.0,59.0,61.0,72.0,70.0,2,2,1.0,Championship,725000.0
L. Peltier,34,England,68,Middlesbrough,177,73,RB,68,22.0,57.0,38.0,59.0,61.0,71.0,67.0,2,2,2.0,Championship,450000.0
L. Peltier,35,England,68,Rotherham United,177,73,"CB, RB",68,23.0,52.0,38.0,58.0,61.0,69.0,66.0,2,2,2.0,Championship,325000.0
L. Peltier,36,England,66,Rotherham United,177,73,"CB, RB",66,24.0,50.0,36.0,55.0,59.0,67.0,65.0,2,2,2.0,Championship,150000.0
L. Perrin,28,France,80,Saint-Étienne,180,76,CB,80,15.0,71.0,64.0,69.0,67.0,83.0,76.0,3,2,1.0,Ligue 2,9500000.0
L. Perrin,29,France,82,Saint-Étienne,181,81,CB,82,16.0,72.0,65.0,69.0,67.0,85.0,80.0,3,2,1.0,Ligue 2,15000000.0
L. Perrin,30,France,82,Saint-Étienne,181,81,CB,82,17.0,70.0,65.0,69.0,67.0,84.0,80.0,3,2,1.0,Ligue 2,14500000.0
L. Perrin,31,France,83,Saint-Étienne,181,80,CB,83,18.0,68.0,65.0,69.0,67.0,86.0,80.0,3,2,1.0,Ligue 2,17500000.0
L. Perrin,32,France,80,Saint-Étienne,181,80,CB,80,19.0,63.0,58.0,69.0,67.0,81.0,77.0,3,2,1.0,Ligue 2,8500000.0
L. Perrin,19,France,56,Olympique de Marseille,187,71,CB,71,19.0,55.0,31.0,40.0,40.0,56.0,62.0,3,2,1.0,Ligue 1,180000.0
L. Perrin,33,France,80,Saint-Étienne,181,80,CB,80,20.0,52.0,58.0,69.0,66.0,81.0,76.0,3,2,1.0,Ligue 2,7000000.0
L. Perrin,20,France,61,Olympique de Marseille,187,71,CB,76,20.0,55.0,28.0,43.0,43.0,60.0,67.0,3,2,1.0,Ligue 1,525000.0
L. Perrin,21,France,67,Olympique de Marseille,187,73,CB,76,21.0,53.0,30.0,49.0,51.0,67.0,68.0,3,2,1.0,Ligue 1,2100000.0
L. Perrin,22,France,69,Strasbourg,187,71,CB,74,22.0,47.0,35.0,49.0,54.0,71.0,69.0,2,2,1.0,Ligue 1,1900000.0
L. Perrin,23,France,74,Strasbourg,188,81,CB,79,23.0,51.0,35.0,55.0,59.0,76.0,71.0,2,2,1.0,Ligue 1,6000000.0
L. Perrin,24,France,73,Strasbourg,188,81,"CB, LB",77,24.0,44.0,35.0,55.0,59.0,76.0,71.0,2,2,1.0,Ligue 1,3900000.0
L. Podolski,29,Germany,77,Arsenal,182,83,"LM, LW, ST",77,15.0,74.0,87.0,76.0,77.0,38.0,69.0,2,3,1.0,Premier League,4900000.0
L. Podolski,30,Germany,77,Galatasaray,182,83,"LM, ST",77,16.0,75.0,84.0,75.0,77.0,39.0,69.0,2,3,1.0,Super Lig,6000000.0
L. Podolski,31,Germany,80,Galatasaray,182,83,"RM, ST, LM",80,17.0,82.0,86.0,75.0,77.0,39.0,71.0,2,3,1.0,Super Lig,11500000.0
L. Podolski,32,Germany,80,Vissel Kobe,182,83,"ST, RM, CAM",80,18.0,78.0,84.0,75.0,77.0,39.0,74.0,2,3,1.0,J-League,12000000.0
L. Podolski,33,Germany,78,Vissel Kobe,182,83,"CAM, ST",78,19.0,75.0,81.0,75.0,76.0,46.0,76.0,3,4,1.0,J-League,6500000.0
L. Podolski,34,Germany,75,Vissel Kobe,182,83,"CAM, ST, RW",75,20.0,70.0,79.0,74.0,75.0,46.0,77.0,3,4,1.0,J-League,3400000.0
L. Podolski,35,Germany,75,Antalyaspor,182,83,"CAM, RW, ST",75,21.0,66.0,79.0,77.0,74.0,41.0,72.0,3,3,1.0,Super Lig,2300000.0
L. Podolski,36,Germany,73,Górnik Zabrze,183,88,"CAM, ST",73,22.0,59.0,78.0,75.0,73.0,36.0,74.0,3,3,1.0,Ekstraklasa,1000000.0
L. Podolski,37,Germany,72,Górnik Zabrze,183,88,"CF, ST, CAM",72,23.0,49.0,78.0,73.0,71.0,36.0,69.0,3,3,1.0,Ekstraklasa,800000.0
L. Podolski,38,Germany,72,Górnik Zabrze,183,88,"CF, ST, CAM",72,24.0,49.0,78.0,73.0,71.0,36.0,68.0,3,3,1.0,Ekstraklasa,800000.0
L. Reed,18,England,52,Sheffield United,173,60,CM,68,15.0,60.0,37.0,52.0,54.0,43.0,48.0,3,2,3.0,Premier League,40000.0
L. Reed,19,England,57,Sheffield United,173,60,CM,73,16.0,63.0,43.0,56.0,60.0,44.0,50.0,3,2,3.0,Premier League,240000.0
L. Reed,20,England,62,Sheffield United,173,60,CM,74,17.0,68.0,48.0,58.0,65.0,51.0,61.0,3,2,3.0,Premier League,500000.0
L. Reed,19,England,63,Chesterfield,173,60,CM,74,18.0,68.0,48.0,59.0,68.0,51.0,62.0,3,2,4.0,League Two,600000.0
L. Reed,20,England,65,Peterborough United,173,60,"CM, CDM",74,19.0,70.0,49.0,62.0,68.0,56.0,64.0,3,3,3.0,League One,825000.0
L. Reed,21,England,65,Peterborough United,173,60,"CM, CDM",74,20.0,67.0,50.0,62.0,67.0,59.0,67.0,3,3,3.0,League One,825000.0
L. Reed,22,England,65,Peterborough United,173,60,"CDM, CM",74,21.0,67.0,56.0,62.0,67.0,59.0,67.0,3,3,3.0,League One,1500000.0
L. Reed,23,England,64,Swindon Town,173,60,"CDM, CM",69,22.0,67.0,56.0,61.0,67.0,59.0,67.0,3,3,4.0,League Two,800000.0
L. Reed,24,England,65,Swindon Town,173,60,CDM,67,23.0,65.0,55.0,62.0,66.0,61.0,70.0,3,3,4.0,League Two,825000.0
L. Reed,25,England,64,Mansfield Town,173,60,CDM,66,24.0,65.0,55.0,61.0,67.0,60.0,60.0,3,3,4.0,League Two,650000.0
L. Reyes,23,Chile,68,Real Betis,175,77,"CDM, CM",76,15.0,67.0,55.0,65.0,71.0,66.0,65.0,3,2,2.0,La Liga,750000.0
L. Reyes,24,Chile,71,Almería,175,77,"CDM, CM",76,16.0,69.0,54.0,64.0,69.0,69.0,72.0,3,2,2.0,La Liga,1900000.0
L. Reyes,25,Chile,72,Universidad de Chile,175,77,"CDM, CM",75,17.0,69.0,54.0,64.0,66.0,69.0,73.0,3,2,1.0,Primera Division,2200000.0
L. Reyes,25,Mexico,63,Atlas,172,70,LB,67,17.0,67.0,44.0,56.0,61.0,59.0,67.0,3,2,1.0,Liga MX,350000.0
L. Reyes,26,Mexico,72,Atlas,181,66,LB,75,18.0,78.0,49.0,66.0,69.0,69.0,63.0,3,2,1.0,Liga MX,3200000.0
L. Reyes,27,Chile,72,Atlas,175,75,"CM, CDM",73,19.0,68.0,59.0,66.0,71.0,70.0,76.0,3,3,1.0,Liga MX,3500000.0
L. Reyes,27,Mexico,72,América,181,66,LB,73,19.0,77.0,49.0,66.0,69.0,69.0,63.0,3,3,1.0,Liga MX,2900000.0
L. Reyes,28,Chile,72,Atlas,175,75,"CM, CDM",72,20.0,67.0,59.0,66.0,71.0,71.0,76.0,3,3,1.0,Liga MX,3100000.0
L. Reyes,28,Mexico,69,Atlético San Luis,181,66,LB,69,20.0,76.0,49.0,64.0,67.0,65.0,64.0,3,3,1.0,Liga MX,900000.0
L. Reyes,29,Chile,74,Atlas,175,75,"CDM, CM",74,21.0,65.0,59.0,66.0,70.0,71.0,75.0,3,3,1.0,Liga MX,3600000.0
L. Reyes,29,Mexico,71,América,181,66,LB,71,21.0,74.0,49.0,65.0,69.0,66.0,64.0,3,3,1.0,Liga MX,1600000.0
L. Reyes,30,Mexico,70,Atlas,185,65,"LB, CB",70,22.0,73.0,48.0,65.0,68.0,66.0,60.0,3,3,1.0,Liga MX,1400000.0
L. Reyes,31,Chile,74,Ñublense,180,85,"CDM, CM",74,23.0,65.0,59.0,66.0,70.0,71.0,77.0,3,3,1.0,Primera Division,3000000.0
L. Reyes,32,Chile,69,Ñublense,180,85,"CDM, CM",69,24.0,54.0,56.0,64.0,65.0,64.0,79.0,3,3,1.0,Primera Division,925000.0
L. Rodríguez,23,Mexico,68,Jaguares de Chiapas,175,67,"RM, RWB",69,15.0,84.0,53.0,61.0,73.0,53.0,61.0,2,3,1.0,Liga MX,925000.0
L. Rodríguez,24,Mexico,72,Jaguares de Chiapas,171,68,"RM, RWB",77,16.0,87.0,62.0,67.0,75.0,65.0,65.0,2,3,1.0,Liga MX,2800000.0
L. Rodríguez,22,Uruguay,64,Everton,179,68,"ST, CF",74,16.0,70.0,68.0,48.0,64.0,30.0,48.0,3,2,1.0,Premier League,725000.0
L. Rodríguez,21,Argentina,63,Argentinos Juniors,168,68,LM,71,16.0,74.0,47.0,62.0,69.0,27.0,47.0,2,3,1.0,Liga Profesional,500000.0
L. Rodríguez,18,Argentina,59,Estudiantes,168,64,"LM, CM",66,16.0,71.0,53.0,57.0,58.0,52.0,51.0,2,2,1.0,Liga Profesional,180000.0
L. Rodríguez,31,Argentina,71,Atlético Tucumán,168,71,ST,71,17.0,76.0,71.0,68.0,75.0,22.0,60.0,4,3,1.0,Liga Profesional,1400000.0
L. Rodríguez,25,Mexico,70,Tigres UANL,175,74,"RB, RM",73,17.0,85.0,60.0,67.0,71.0,63.0,65.0,2,3,1.0,Liga MX,1400000.0
L. Rodríguez,19,Argentina,65,Estudiantes,168,64,LM,72,17.0,72.0,53.0,61.0,66.0,52.0,57.0,2,2,1.0,Liga Profesional,650000.0
L. Rodríguez,22,Argentina,63,Tiburones Rojos de Veracruz,168,68,"LB, LM",71,17.0,74.0,47.0,62.0,69.0,59.0,59.0,2,3,1.0,Liga MX,425000.0
L. Rodríguez,20,Argentina,70,Estudiantes,168,64,LM,81,18.0,77.0,63.0,64.0,72.0,52.0,58.0,2,2,1.0,Liga Profesional,3100000.0
L. Rodríguez,26,Mexico,70,Tigres UANL,175,73,"RB, RM",72,18.0,85.0,60.0,67.0,71.0,63.0,65.0,2,3,1.0,Liga MX,1800000.0
L. Rodríguez,32,Argentina,70,Atlético Tucumán,168,71,ST,70,18.0,70.0,71.0,70.0,74.0,22.0,61.0,4,3,1.0,Liga Profesional,1400000.0
L. Rodríguez,23,Argentina,63,Tiburones Rojos de Veracruz,168,68,"LB, LM",71,18.0,74.0,47.0,62.0,69.0,59.0,60.0,2,3,1.0,Liga MX,450000.0
L. Rodríguez,22,Colombia,58,Envigado FC,182,70,CB,65,18.0,63.0,23.0,32.0,38.0,59.0,59.0,2,2,1.0,Liga BetPlay,150000.0
L. Rodríguez,21,Argentina,73,Estudiantes,168,64,"CAM, LM, RM, CM",82,19.0,81.0,59.0,64.0,82.0,52.0,57.0,2,3,1.0,Liga Profesional,6000000.0
L. Rodríguez,27,Mexico,73,Tigres UANL,175,73,"RB, RWB",74,19.0,85.0,61.0,69.0,74.0,68.0,72.0,2,3,1.0,Liga MX,3700000.0
L. Rodríguez,33,Argentina,72,Atlético Tucumán,168,71,"ST, CAM",72,19.0,69.0,74.0,70.0,74.0,23.0,60.0,4,4,1.0,Liga Profesional,2000000.0
L. Rodríguez,24,Argentina,64,Tigre,169,68,"LB, LM",69,19.0,74.0,47.0,62.0,69.0,60.0,60.0,2,3,1.0,Liga Profesional,500000.0
L. Rodríguez,23,Colombia,62,Envigado FC,182,70,CB,68,19.0,63.0,23.0,35.0,43.0,62.0,67.0,2,2,1.0,Liga BetPlay,350000.0
L. Rodríguez,34,Argentina,77,Colón,168,71,"ST, CAM, CF",77,20.0,67.0,79.0,73.0,79.0,27.0,66.0,4,4,1.0,Liga Profesional,4700000.0
L. Rodríguez,28,Mexico,75,Tigres UANL,177,76,"RB, RWB",75,20.0,85.0,61.0,70.0,74.0,71.0,74.0,2,3,1.0,Liga MX,5500000.0
L. Rodríguez,22,Argentina,74,DC United,168,64,"LM, CAM, LWB",81,20.0,79.0,61.0,66.0,81.0,51.0,61.0,4,3,1.0,Major League Soccer,8000000.0
L. Rodríguez,29,Mexico,78,Tigres UANL,177,76,RB,78,21.0,84.0,64.0,72.0,75.0,72.0,77.0,2,3,1.0,Liga MX,12500000.0
L. Rodríguez,35,Argentina,75,Colón,168,71,"ST, CAM",75,21.0,67.0,77.0,74.0,77.0,27.0,63.0,4,4,1.0,Liga Profesional,2400000.0
L. Rodríguez,23,Argentina,72,Estudiantes,168,64,"LM, CAM, LB",78,21.0,77.0,60.0,66.0,78.0,56.0,62.0,4,3,1.0,Liga Profesional,3700000.0
L. Rodríguez,29,Mexico,63,Estudiantes Mérida,172,69,ST,63,21.0,60.0,67.0,44.0,65.0,19.0,57.0,5,3,1.0,Primera Division,475000.0
L. Rodríguez,36,Argentina,79,Gimnasia La Plata,168,71,"ST, CF",79,22.0,68.0,82.0,76.0,83.0,43.0,70.0,4,4,1.0,Liga Profesional,6000000.0
L. Rodríguez,30,Mexico,78,Tigres UANL,177,76,RB,78,22.0,84.0,64.0,73.0,76.0,70.0,79.0,3,3,1.0,Liga MX,12000000.0
L. Rodríguez,24,Argentina,73,Tijuana,168,64,"LM, CAM, CM",79,22.0,78.0,60.0,67.0,77.0,56.0,62.0,4,4,1.0,Liga MX,4800000.0
L. Rodríguez,27,Argentina,70,Independiente,169,68,"LB, LWB",70,22.0,75.0,57.0,66.0,69.0,67.0,67.0,2,3,1.0,Liga Profesional,1500000.0
L. Rodríguez,24,Uruguay,64,Torque,168,60,"LM, LW",70,22.0,68.0,50.0,59.0,66.0,27.0,41.0,2,3,1.0,Primera Division,925000.0
L. Rodríguez,28,Uruguay,64,Carlos Manucci,170,62,"CM, CDM",64,22.0,65.0,60.0,62.0,62.0,58.0,50.0,3,3,1.0,Primera Division,575000.0
L. Rodríguez,22,Uruguay,55,Cerro Largo,171,69,ST,63,22.0,54.0,58.0,38.0,55.0,20.0,46.0,2,2,1.0,Primera Division,275000.0
L. Rodríguez,37,Argentina,77,Colón,167,67,"ST, CF, CAM",77,23.0,67.0,79.0,76.0,83.0,43.0,70.0,4,4,1.0,Liga Profesional,3600000.0
L. Rodríguez,28,Argentina,69,Independiente,169,68,"LB, LWB",69,23.0,75.0,57.0,65.0,68.0,65.0,67.0,2,3,1.0,Liga Profesional,1300000.0
L. Rodríguez,19,Bolivia,59,Wilstermann,174,67,LB,77,23.0,70.0,48.0,48.0,57.0,56.0,58.0,3,3,1.0,Liga De Futbol Prof,550000.0
L. Rodríguez,38,Argentina,74,Central Cordoba SdE,167,67,"ST, CF, CAM",74,24.0,64.0,77.0,75.0,79.0,43.0,67.0,4,4,1.0,Liga Profesional,1400000.0
L. Rodríguez,29,Argentina,68,Instituto,169,68,"LB, LWB",68,24.0,74.0,55.0,64.0,67.0,64.0,67.0,2,3,1.0,Liga Profesional,1100000.0
L. Rodríguez,19,Uruguay,67,Liverpool,179,71,"RW, LW, ST",80,24.0,78.0,72.0,58.0,71.0,37.0,71.0,4,3,1.0,Primera Division,2400000.0
L. Rodríguez,20,Bolivia,59,Palmaflor del Trópico,174,67,"LWB, LB",72,24.0,70.0,48.0,48.0,57.0,56.0,57.0,3,3,1.0,Liga De Futbol Prof,525000.0
L. Sadiku,22,Albania,68,Mersin İdman Yurdu,185,70,"CB, CDM, CM",74,15.0,63.0,49.0,55.0,58.0,70.0,66.0,3,2,1.0,Super Lig,700000.0
L. Sadiku,23,Kosovo,70,Mersin İdman Yurdu,185,70,"CDM, CM, CB",75,16.0,63.0,51.0,57.0,60.0,71.0,66.0,3,2,1.0,Super Lig,1500000.0
L. Sadiku,24,Kosovo,68,Kasımpaşa,185,70,"CB, CDM",70,17.0,57.0,58.0,60.0,61.0,69.0,66.0,3,2,1.0,Super Lig,900000.0
L. Sadiku,25,Kosovo,70,Kasımpaşa,185,70,"CDM, CB",72,18.0,55.0,58.0,60.0,61.0,69.0,66.0,3,2,1.0,Super Lig,1800000.0
L. Sadiku,26,Kosovo,71,Kasımpaşa,185,70,CDM,73,19.0,50.0,57.0,60.0,61.0,69.0,66.0,3,2,1.0,Super Lig,2400000.0
L. Sadiku,27,Kosovo,70,Kasımpaşa,185,70,CDM,71,20.0,49.0,57.0,60.0,61.0,69.0,66.0,3,2,1.0,Super Lig,1800000.0
L. Sadiku,28,Kosovo,69,Kasımpaşa,181,72,CDM,69,21.0,47.0,57.0,59.0,60.0,68.0,65.0,3,2,1.0,Super Lig,1200000.0
L. Sadiku,29,Kosovo,68,Kasımpaşa,181,72,"CDM, CB",68,22.0,41.0,57.0,59.0,60.0,68.0,66.0,3,2,1.0,Super Lig,1000000.0
L. Sadiku,30,Albania,68,Hammarby,181,72,"CDM, CB, CM",68,23.0,40.0,57.0,58.0,60.0,67.0,67.0,3,2,1.0,Allsvenskan,1000000.0
L. Sadiku,31,Albania,67,Hammarby,181,72,"CDM, CB, CM",67,24.0,35.0,57.0,57.0,60.0,66.0,66.0,3,2,1.0,Allsvenskan,725000.0
L. Sané,27,Senegal,76,Bordeaux,192,77,"CB, CDM",78,15.0,71.0,43.0,62.0,65.0,76.0,79.0,2,2,1.0,Ligue 2,4900000.0
L. Sané,18,Germany,60,Schalke 04,184,75,"CAM, LM, RM",74,15.0,64.0,49.0,63.0,63.0,45.0,53.0,4,3,1.0,2. Bundesliga,190000.0
L. Sané,28,Senegal,79,Bordeaux,192,77,"CB, CDM",80,16.0,70.0,44.0,63.0,66.0,80.0,78.0,2,2,1.0,Ligue 2,9000000.0
L. Sané,19,Germany,70,Schalke 04,183,75,"LM, RM, ST",83,16.0,85.0,68.0,65.0,75.0,34.0,59.0,4,3,1.0,2. Bundesliga,2300000.0
L. Sané,20,Germany,79,Manchester City,183,75,"RM, LM, ST",88,17.0,91.0,75.0,70.0,83.0,35.0,64.0,3,3,1.0,Premier League,15500000.0
L. Sané,29,Senegal,79,Werder Bremen,192,77,"CB, CDM",79,17.0,66.0,44.0,63.0,66.0,80.0,78.0,2,2,1.0,Bundesliga,7500000.0
L. Sané,21,Germany,82,Manchester City,183,75,"LW, RW, LM",91,18.0,94.0,77.0,72.0,86.0,35.0,70.0,3,3,1.0,Premier League,34000000.0
L. Sané,30,Senegal,77,Werder Bremen,192,77,"CB, CDM",77,18.0,60.0,44.0,60.0,60.0,77.0,77.0,2,2,1.0,Bundesliga,6500000.0
L. Sané,22,Germany,86,Manchester City,183,75,"LW, RW",93,19.0,95.0,81.0,78.0,86.0,38.0,70.0,3,4,1.0,Premier League,62500000.0
L. Sané,31,Senegal,75,Orlando City,191,77,CB,75,19.0,57.0,44.0,59.0,60.0,73.0,76.0,2,2,1.0,Major League Soccer,4500000.0
L. Sané,23,Germany,86,Manchester City,183,75,LW,92,20.0,95.0,81.0,79.0,86.0,38.0,70.0,3,4,1.0,Premier League,61000000.0
L. Sané,32,Senegal,74,Orlando City,191,77,CB,74,20.0,54.0,44.0,59.0,60.0,72.0,76.0,2,2,1.0,Major League Soccer,3600000.0
L. Sané,24,Germany,85,FC Bayern München,183,75,LM,90,21.0,93.0,81.0,79.0,86.0,38.0,67.0,3,4,1.0,Bundesliga,81500000.0
L. Sané,25,Germany,84,FC Bayern München,183,80,"RM, LM",87,22.0,90.0,81.0,79.0,85.0,38.0,68.0,2,4,1.0,Bundesliga,56000000.0
L. Sané,26,Germany,84,FC Bayern München,183,80,LM,85,23.0,88.0,81.0,80.0,85.0,38.0,66.0,2,4,1.0,Bundesliga,49500000.0
L. Sané,27,Germany,84,FC Bayern München,183,80,"RM, LM",84,24.0,91.0,81.0,80.0,85.0,38.0,68.0,2,4,1.0,Bundesliga,45000000.0
L. Schaub,19,Austria,67,Rapid Wien,177,70,"CAM, LW, RW",77,15.0,73.0,62.0,66.0,74.0,35.0,58.0,2,3,1.0,Bundesliga,625000.0
L. Schaub,20,Austria,72,Rapid Wien,177,70,"RM, RW, CAM, LW",79,16.0,80.0,66.0,68.0,76.0,37.0,60.0,3,3,1.0,Bundesliga,2900000.0
L. Schaub,21,Austria,73,Rapid Wien,177,70,"RM, CAM, LM",81,17.0,77.0,65.0,68.0,80.0,37.0,64.0,3,3,1.0,Bundesliga,4200000.0
L. Schaub,22,Austria,74,Rapid Wien,177,70,"RM, LM, CAM",80,18.0,77.0,66.0,68.0,80.0,37.0,66.0,3,3,1.0,Bundesliga,7500000.0
L. Schaub,23,Austria,75,FC Köln,177,70,"RM, LM, CAM",80,19.0,77.0,66.0,69.0,81.0,38.0,66.0,3,3,2.0,Bundesliga,9000000.0
